source	target
RFX5	PRDM10
RFX5	SOX12
RFX5	SOX4
RFX5	ZNF20
RFX5	ZNF253
RFX5	ZNF429
RFX5	ZNF431
RFX5	ZNF490
RFX5	ZNF627
RFX5	BRF2
RFX5	CSRNP2
RFX5	E2F6
RFX5	FOS
RFX5	GTF2I
RFX5	HIC1
RFX5	HIF1A
RFX5	HSF4
RFX5	KLF10
RFX5	KLF5
RFX5	PA2G4
RFX6	FEV
RFX6	FOXA2
RFX6	ARNT2
RFX6	CXXC4
RFX7	ADNP
RFX7	BPTF
RFX7	EEA1
RFX7	KDM5B
RFX7	KMT2A
RFX7	LCOR
RFX7	MBD1
RFX8	FOXD1
RFX8	RUNX2
RHOXF1	EN2
RHOXF1	LHX2
RHOXF1	UNCX
RHOXF1	AIRE
RHOXF1	AKAP8L
RHOXF1	ANHX
RHOXF2	CTCFL
RHOXF2	DMRTB1
RHOXF2	FOXR1
RHOXF2	GATA1
RHOXF2	HOXB9
RHOXF2	NANOG
RHOXF2B	CTCFL
RHOXF2B	LIN28B
RHOXF2B	PRDM9
RHOXF2B	RHOXF2
RHOXF2B	TFDP3
RHOXF2B	ANHX
RLF	AHCTF1
RLF	ARID2
RLF	ARID5B
RNF141	CREB5
RNF141	DBX2
RORA	JUNB
RORA	CEBPB
RORA	DBP
RORA	KLF4
RORA	NR1D2
RORA	ARID5B
RORA	ARNTL
RORA	ATF5
RORA	BCL11B
RORB	ARNT2
RORB	CSRNP3
RORB	LHX2
RORB	ZNF365
RORB	ATOH7
RORC	ARNTL2
RORC	MAF
RORC	MLXIPL
RORC	MYF6
RORC	VDR
RREB1	SP1
RREB1	CAMTA1
RREB1	CASZ1
RREB1	CREB3L2
RREB1	ETS2
RREB1	ETV6
RREB1	FOSL2
RUNX1	DNMT1
RUNX1	FOS
RUNX1	KLF6
RUNX1	EGR1
RUNX1	LYL1
RUNX1	ARID5A
RUNX1	CXXC5
RUNX1	LIN28A
RUNX1	MEF2D
RUNX1	NR4A2
RUNX1	STAT3
RUNX1	YBX3
RUNX1	ZFPM1
RUNX1	ANKZF1
RUNX1	ETV6
RUNX1	FLI1
RUNX1	FOSL2
RUNX1	GATA3
RUNX1	HIF1A
RUNX1	MYB
RUNX1	MYC
RUNX1	NFE2
RUNX1	RUNX2
RUNX1	STAT1
RUNX1	TAL1
RUNX1	ATF4
RUNX1	BHLHE40
RUNX1	FOXS1
RUNX1	GTF2B
RUNX1	HES1
RUNX1	HMGA1
RUNX1	IKZF1
RUNX1	JUN
RUNX1	JUNB
RUNX1	NCOA3
RUNX1	NFKB1
RUNX1	RARA
RUNX1	RXRA
RUNX1	SKI
RUNX1	SMAD3
RUNX1	SOX4
RUNX1	VDR
RUNX1	XBP1
RUNX1	ZBTB7B
RUNX1	ADNP
RUNX1	AHR
RUNX1	ATF1
RUNX2	FOSL2
RUNX2	FOS
RUNX2	HIF1A
RUNX2	JUN
RUNX2	RUNX1
RUNX2	SOX9
RUNX2	BCL6
RUNX2	BHLHE40
RUNX2	CEBPD
RUNX2	ETS1
RUNX2	FLI1
RUNX2	FOSL1
RUNX2	GATA3
RUNX2	GLI2
RUNX2	HMGA2
RUNX2	HOXA1
RUNX2	IRF1
RUNX2	IRF8
RUNX2	JUNB
RUNX2	KLF4
RUNX2	KLF6
RUNX2	MAF
RUNX2	MYB
RUNX2	NFATC2
RUNX2	NFIA
RUNX3	IKZF1
RUNX3	TCF7
RUNX3	BHLHE40
RUNX3	IRF1
RUNX3	IRF5
RUNX3	MYC
RUNX3	PRDM1
RUNX3	SMAD3
RUNX3	SP110
RUNX3	AKNA
RUNX3	ARID3A
RUNX3	ARID5A
RUNX3	BATF
RUNX3	BCL11A
RXRA	BHLHE40
RXRA	SREBF1
RXRA	CEBPA
RXRA	RARA
RXRA	SKIL
RXRA	ZBTB7B
RXRA	NR2F6
RXRA	RARB
RXRA	ARID5B
RXRA	ATF4
RXRA	DOT1L
RXRA	ESRRA
RXRA	FOXP1
RXRA	IRF9
RXRA	JUN
RXRA	JUNB
RXRA	JUND
RXRA	KLF16
RXRA	KLF6
RXRB	NR5A1
RXRB	RARA
RXRB	ESRRA
RXRB	KLF13
RXRB	MAZ
RXRB	MBD6
RXRB	MEF2D
RXRG	LBX1
RXRG	NR4A1
RXRG	RARB
RXRG	ATF3
SAFB	SAFB2
SAFB	AKAP8L
SAFB	NR5A1
SAFB	SRCAP
SAFB2	SAFB
SAFB2	AKAP8L
SAFB2	PHF1
SAFB2	SRCAP
SALL1	SALL4
SALL1	SOX2
SALL1	ARID5B
SALL1	ETV1
SALL1	FOXC1
SALL1	FOXE1
SALL1	GLI2
SALL2	SOX2
SALL2	CBX2
SALL2	ETV4
SALL2	GLI2
SALL2	GLI3
SALL3	SOX2
SALL3	NPAS3
SALL3	OLIG2
SALL3	POU3F2
SALL3	POU3F3
SALL3	FOXG1
SALL3	GLI2
SALL4	SALL1
SALL4	ZFP42
SALL4	ARID5B
SALL4	POU5F1
SALL4	FOXC1
SALL4	FOXE1
SALL4	KLF5
SALL4	LIN28A
SALL4	LIN28B
SALL4	MYBL2
SALL4	MYCN
SALL4	NANOG
SALL4	NFIB
SALL4	NKX2-1
SALL4	NR6A1
SALL4	SOX2
SALL4	ZFHX3
SALL4	AEBP2
SATB1	FOXP1
SATB1	KLF4
SATB1	MYB
SATB1	THRB
SATB1	ATF3
SATB1	BACH2
SATB1	BCL11B
SATB1	BHLHE40
SATB1	EPAS1
SATB1	ETS1
SATB1	FOXC2
SATB2	FOXP1
SATB2	SOX11
SATB2	ARID5B
SATB2	BHLHE40
SATB2	FOSL2
SATB2	FOXC1
SATB2	FOXG1
SATB2	JUN
SATB2	KLF4
SCMH1	NFIC
SCMH1	ARHGAP35
SCMH1	ATF4
SCML4	IKZF1
SCML4	TCF7
SCML4	AKNA
SCML4	ETS1
SCRT1	EBF3
SCRT1	INSM1
SCRT1	LHX1
SCRT2	ZIC1
SCRT2	CUX2
SCRT2	EBF1
SCRT2	EBF3
SCRT2	EN2
SCRT2	INSM1
SCX	AHDC1
SCX	AKAP8L
SCX	ARID3A
SEBOX	ARID5A
SEBOX	ATF3
SEBOX	ATF5
SETBP1	PBX1
SETBP1	CREB5
SETBP1	DACH1
SETBP1	EBF1
SETBP1	FOXP1
SETBP1	GLI3
SETDB1	ATF4
SETDB1	HMGA1
SETDB1	BHLHE40
SETDB1	DNMT1
SETDB1	BAZ2A
SETDB1	HMGN3
SETDB1	JUN
SETDB1	YBX1
SETDB1	ZBTB40
SETDB1	ARNT
SETDB1	CEBPA
SETDB1	DBP
SETDB1	DMRTA2
SETDB1	FOS
SETDB1	GTF2I
SETDB1	KLF4
SETDB1	MAZ
SETDB1	NCOA3
SETDB1	SOX2
SETDB1	STAT1
SETDB1	TCFL5
SETDB1	WT1
SETDB1	ZNF117
SETDB1	ADNP
SETDB1	AHCTF1
SETDB1	ASCL2
SETDB1	ATF5
SETDB1	ATF6B
SETDB1	BCL11A
SETDB1	CEBPB
SETDB1	CENPA
SETDB1	CXXC1
SETDB1	DLX1
SETDB1	EGR1
SETDB1	FOXL2
SETDB1	HAND2
SETDB1	HOXD13
SETDB1	IRX3
SETDB1	KDM2A
SETDB1	KLF9
SETDB1	LHX2
SETDB1	MBD1
SETDB1	MEF2D
SETDB1	MGA
SETDB1	MTF2
SETDB1	MYBL2
SETDB2	DMTF1
SETDB2	FOXP1
SETDB2	SP110
SETDB2	ADNP
SETDB2	ARID2
SETDB2	ARID5B
SFPI1	AEBP2
SFPI1	AHDC1
SFPI1	ARID3A
SFPI1	ARNT
SFPI1	BACH1
SFPI1	BAZ2A
SGSM2	ARHGAP35
SGSM2	ARNT2
SHOX	EBF1
SHOX	EBF3
SHOX	EMX2
SHOX	EN1
SHOX	FOXP1
SHOX	MSX1
SHOX	PPARG
SHOX	PRRX1
SHOX	SHOX2
SHOX	SIM1
SHOX	TBX15
SHOX	ZBTB8A
SHOX2	FOXD1
SHOX2	HOXC4
SHOX2	HOXC6
SHOX2	PRRX1
SHOX2	TWIST1
SHOX2	EBF1
SHOX2	EBF2
SIM1	INSM1
SIM1	ISL1
SIM1	MEIS2
SIM1	MKX
SIM1	NEUROD1
SIM1	PAX6
SIM1	PRRX1
SIM1	SHOX2
SIM2	ARNT2
SIM2	CASZ1
SIM2	FOXA1
SIM2	PAX9
SIM2	PITX1
SIM2	PRDM1
SIM2	ZBTB16
SIM2	ZNF562
SIM2	ALX4
SIX1	SIX4
SIX1	TBX15
SIX1	FOXC2
SIX1	HOXC10
SIX1	LBX1
SIX2	SIX1
SIX2	FOXC1
SIX2	HOXC10
SIX2	TBX1
SIX2	BARX1
SIX2	BHLHE40
SIX2	CASZ1
SIX2	EBF3
SIX2	ETV1
SIX2	FOXC2
SIX2	FOXD1
SIX2	GTF2IRD1
SIX3	DLX6
SIX3	EMX2
SIX3	FOXG1
SIX3	FOXP1
SIX3	NEUROD1
SIX3	NEUROD2
SIX3	NFIC
SIX3	NR2E1
SIX3	NR4A3
SIX4	SIX1
SIX4	JUN
SIX4	MYF6
SIX4	ARID5B
SIX4	ATF3
SIX5	CC2D1A
SIX5	FBXL19
SIX5	ZNF155
SIX5	ZNF17
SIX5	ZNF211
SIX5	ZNF221
SIX5	ZNF222
SIX5	ZNF224
SIX5	ZNF225
SIX5	ZNF227
SIX5	ZNF230
SIX5	ZNF234
SIX5	ZNF324B
SIX5	ZNF350
SIX5	ZNF358
SIX5	ZNF416
SIX5	ZNF417
SIX5	ZNF419
SIX5	ZNF45
SIX5	ZNF500
SIX5	ZNF530
SIX5	ZNF548
SIX5	ZNF552
SIX5	ZNF569
SIX6	INSM1
SIX6	ASCL1
SIX6	DLX6
SIX6	DMRTA2
SIX6	HMX1
SIX6	ISL1
SIX6	LHX3
SIX6	LMX1A
SIX6	NEUROD4
SIX6	OTX2
SIX6	PRDM14
SIX6	RORB
SKI	NFIX
SKI	MECP2
SKI	MXD4
SKI	ARHGAP35
SKI	BARHL1
SKIL	SMAD3
SKIL	CSRNP1
SKIL	EPAS1
SKIL	HEYL
SKIL	JUNB
SKIL	MAFF
SKOR1	OTX2
SKOR1	SCRT2
SKOR1	UNCX
SKOR2	SKOR1
SKOR2	SNAPC4
SKOR2	ZIC5
SKOR2	ANHX
SKOR2	BARHL1
SLC2A4RG	ESRRA
SLC2A4RG	HMG20B
SLC2A4RG	ZGPAT
SLC2A4RG	ZNF512B
SMAD1	FOXO3
SMAD1	KLF9
SMAD1	LEF1
SMAD1	ATF3
SMAD1	BHLHE40
SMAD1	CEBPB
SMAD1	CREB1
SMAD1	E2F1
SMAD1	E2F2
SMAD1	EGR1
SMAD1	EHF
SMAD1	FOS
SMAD1	GATA1
SMAD1	GLI2
SMAD1	GMEB2
SMAD1	INSM1
SMAD1	JUNB
SMAD1	JUND
SMAD3	ETS1
SMAD3	KLF6
SMAD3	ATF3
SMAD3	BHLHE40
SMAD3	CXXC5
SMAD3	FOSL2
SMAD3	KLF5
SMAD3	PITX2
SMAD3	PLAGL1
SMAD3	TBX3
SMAD3	TCF7L2
SMAD3	ZNF608
SMAD3	CREB1
SMAD3	ETS2
SMAD3	FOSL1
SMAD3	FOXC1
SMAD3	FOXO3
SMAD3	FOXQ1
SMAD3	GATA3
SMAD3	GRHL3
SMAD3	JUN
SMAD3	JUNB
SMAD3	KLF10
SMAD3	MAF
SMAD3	MAFK
SMAD3	MYC
SMAD3	NR3C1
SMAD3	PRDM14
SMAD3	RREB1
SMAD3	SKI
SMAD4	TEAD1
SMAD4	BHLHE40
SMAD4	KLF6
SMAD4	FOXO3
SMAD4	GATA6
SMAD4	JUND
SMAD4	KLF10
SMAD4	NCOA1
SMAD4	NFKB1
SMAD4	SETBP1
SMAD4	SMAD3
SMAD4	TCF7L1
SMAD4	WT1
SMAD4	ZBTB8A
SMAD4	ZNF148
SMAD4	CREB1
SMAD4	EOMES
SMAD4	ETS2
SMAD4	FOXC1
SMAD4	FOXN3
SMAD4	FOXO1
SMAD4	GATA3
SMAD4	HNF4A
SMAD4	KLF7
SMAD4	MEIS1
SMAD4	MYC
SMAD4	MYSM1
SMAD4	NFIC
SMAD4	PAX6
SMAD4	PAX7
SMAD4	PLAGL1
SMAD4	RXRG
SMAD4	SKIL
SMAD4	SMAD5
SMAD4	SOX17
SMAD4	SREBF1
SMAD5	SMAD4
SMAD5	BHLHE40
SMAD5	EEA1
SMAD5	ELK4
SMAD5	FOXN3
SMAD5	IRF9
SMAD5	KLF6
SMAD5	MYC
SMAD5	NFAT5
SMAD9	NFIA
SMAD9	ATOH8
SMAD9	GLIS3
SMAD9	HEY1
SMAD9	MEIS2
SMAD9	NFIB
SMAD9	NR2F1
SMYD3	CEBPB
SMYD3	CTCFL
SNAI1	BHLHE40
SNAI1	CEBPB
SNAI1	CSRNP1
SNAI1	EGR1
SNAI1	EGR2
SNAI1	FOSL1
SNAI1	FOSL2
SNAI1	JUNB
SNAI2	FOSL1
SNAI2	PRRX1
SNAI2	TWIST1
SNAI2	CEBPB
SNAI2	FOS
SNAI2	FOXD1
SNAI2	JUNB
SNAI3	KLF2
SNAI3	RARA
SNAI3	SP110
SNAI3	SPI1
SNAPC2	CENPB
SNAPC2	CREB3L4
SNAPC2	DPRX
SNAPC4	AKAP8L
SNAPC4	DOT1L
SNAPC4	KMT2B
SNAPC4	CENPBD1
SNAPC4	CIC
SNAPC4	FBXL19
SNAPC4	FOS
SNAPC4	MBD3
SNAPC5	ATF6B
SOHLH1	EMX1
SOHLH1	FOXG1
SOHLH1	LHX2
SOHLH2	OTX2
SOHLH2	SOX30
SOHLH2	ATF3
SOHLH2	BCL11A
SON	ARID5B
SON	ATF1
SON	ATF4
SON	BAZ2A
SOX1	FOXG1
SOX1	NPAS3
SOX1	POU3F3
SOX1	SOX2
SOX1	DACH1
SOX1	DLX1
SOX1	EMX2
SOX1	EN2
SOX10	SOX8
SOX10	EGR2
SOX10	ETV5
SOX10	FOXD3
SOX10	TFAP2A
SOX10	ZEB2
SOX10	ARNT2
SOX11	SOX5
SOX11	EBF1
SOX11	KLF4
SOX11	MAZ
SOX11	MBD3
SOX11	NFIA
SOX11	ZFHX4
SOX11	ADNP
SOX11	ARID3B
SOX11	ATF3
SOX11	BCL11A
SOX11	BNC2
SOX11	CENPA
SOX11	CSRNP3
SOX11	CXXC4
SOX11	EBF3
SOX11	FLI1
SOX11	FOXC1
SOX11	FOXG1
SOX11	FOXJ1
SOX11	GATA3
SOX12	FOXM1
SOX12	CBX2
SOX12	CIC
SOX12	MAZ
SOX12	MXD4
SOX12	NR2F1
SOX12	NR2F6
SOX12	PATZ1
SOX12	PRR12
SOX13	KLF9
SOX13	BCL6
SOX13	BHLHE40
SOX13	CBX2
SOX13	EPAS1
SOX13	ETV4
SOX13	FOS
SOX13	FOXO1
SOX13	FOXO3
SOX13	FOXP4
SOX13	GATA3
SOX14	LHX5
SOX14	SOX1
SOX14	SOX11
SOX14	CXXC4
SOX14	DLX1
SOX14	EN1
SOX14	EN2
SOX14	FEZF1
SOX14	FOXB1
SOX14	GSX1
SOX14	IRX5
SOX14	ISL1
SOX14	MEIS2
SOX15	GRHL3
SOX15	IRF6
SOX15	KLF5
SOX15	TFAP2C
SOX15	BHLHE40
SOX17	GATA6
SOX17	FOXQ1
SOX17	BCL6B
SOX17	CHCHD3
SOX17	EOMES
SOX17	ETS1
SOX17	GATA4
SOX17	JUN
SOX17	KLF6
SOX17	NANOG
SOX17	SOX18
SOX18	BCL6B
SOX18	ERG
SOX18	HIC1
SOX18	SOX17
SOX2	ETV1
SOX2	FOS
SOX2	NFIB
SOX2	NANOG
SOX2	LEF1
SOX2	NR4A2
SOX2	PAX6
SOX2	PBX3
SOX2	POU5F1
SOX2	SALL4
SOX2	ARID5B
SOX2	BAZ2B
SOX2	ETV5
SOX2	HBP1
SOX2	HOXB13
SOX2	KLF2
SOX2	MYCN
SOX2	PLSCR1
SOX2	PRDM14
SOX2	RFX4
SOX2	SKIL
SOX2	SOX21
SOX2	ZIC2
SOX2	ETV6
SOX2	FBXL19
SOX2	FOXA2
SOX2	GBX2
SOX2	HESX1
SOX2	MTF2
SOX2	RAX
SOX2	SP3
SOX2	TBX3
SOX2	TCF3
SOX2	ZFP64
SOX2	ZIC3
SOX2	ZSCAN2
SOX2	CBX2
SOX2	ETV4
SOX2	GLI3
SOX2	HES1
SOX2	INSM1
SOX2	IRX2
SOX2	KLF6
SOX2	LHX5
SOX2	MYBL1
SOX2	MYT1
SOX2	NR5A2
SOX2	REST
SOX2	SALL1
SOX2	SALL2
SOX2	SPIC
SOX2	TBX20
SOX2	TIGD2
SOX2	ZEB2
SOX2	ZFP42
SOX21	SOX2
SOX21	BCL11A
SOX21	FOXQ1
SOX21	GATA3
SOX21	GBX2
SOX21	GLI2
SOX21	GLI3
SOX3	POU3F2
SOX3	SOX1
SOX3	SOX2
SOX3	POU3F3
SOX3	ZIC1
SOX3	DACH1
SOX3	EN2
SOX3	EOMES
SOX3	GBX2
SOX3	GLI2
SOX3	HAND1
SOX3	HES3
SOX3	IRX1
SOX3	MEF2C
SOX3	NR2F1
SOX3	PAX3
SOX3	POU3F4
SOX3	SALL4
SOX3	SOX21
SOX3	SP8
SOX30	YBX2
SOX30	HSF5
SOX30	AHRR
SOX30	ALX1
SOX30	ALX4
SOX30	ARID5B
SOX30	ASCL2
SOX4	NFIB
SOX4	BCL11A
SOX4	BHLHE40
SOX4	CEBPB
SOX4	HIF1A
SOX4	KDM5B
SOX4	MYC
SOX5	SOX11
SOX5	BCL11B
SOX5	GLI3
SOX5	PKNOX2
SOX5	TCF7L2
SOX5	ZEB2
SOX5	ARID5B
SOX6	ETV1
SOX6	SOX11
SOX6	ARID3A
SOX6	ARID5B
SOX6	BHLHE40
SOX6	CREB5
SOX6	E2F2
SOX6	EBF1
SOX6	EGR1
SOX6	EPAS1
SOX6	ESRRG
SOX6	FOS
SOX6	FOXO3
SOX6	HSF2
SOX6	JUN
SOX6	KLF16
SOX7	FOXQ1
SOX7	ATF4
SOX7	BCL6B
SOX7	BHLHE40
SOX7	CHCHD3
SOX7	HIF1A
SOX8	SOX2
SOX8	OLIG1
SOX8	OLIG2
SOX8	ETV1
SOX9	KLF6
SOX9	FOS
SOX9	FOSB
SOX9	FOSL1
SOX9	HES1
SOX9	MEIS1
SOX9	MEIS2
SOX9	NFIB
SOX9	NR2F1
SOX9	NR4A2
SOX9	PBX1
SOX9	TCF3
SOX9	TCF7L2
SOX9	ZBTB7A
SOX9	ANKZF1
SOX9	ARID5B
SOX9	ARNT2
SOX9	ATF7
SOX9	BHLHE40
SOX9	CIC
SOX9	EGR2
SOX9	EHF
SOX9	ELF3
SOX9	ETV5
SOX9	FOSL2
SP1	HMGA1
SP1	FOSL1
SP1	KLF6
SP1	ZBTB3
SP1	ARNT
SP1	RARA
SP1	RFX2
SP1	TP53
SP1	ZBTB7B
SP1	ZNF3
SP1	ZNF564
SP1	ZNF714
SP1	AKAP8L
SP1	ANKZF1
SP1	ATF6
SP1	BHLHE40
SP1	DPF1
SP1	DRAP1
SP1	FOXO3
SP1	HIF1A
SP1	JUND
SP1	MBD2
SP1	MEF2D
SP1	MYC
SP1	NR2C2
SP1	PIN1
SP1	RBPJ
SP1	SREBF2
SP1	STAT2
SP1	YY1
SP1	ZBTB40
SP100	ETS1
SP100	FLI1
SP100	IKZF1
SP100	SP110
SP110	IKZF1
SP110	IRF7
SP110	SP140
SP140	IKZF1
SP140	IRF1
SP140	IRF7
SP140	SP110
SP140L	AKNA
SP140L	ETS1
SP2	GATAD2A
SP2	GATAD2B
SP2	MEF2D
SP2	NAIF1
SP2	NFE2L1
SP2	RFX1
SP2	SP1
SP2	ZBTB7B
SP2	ZNF394
SP2	ZNF687
SP2	AKAP8
SP2	AKAP8L
SP2	BHLHE40
SP2	CREB3L3
SP2	CREB3L4
SP2	ETV5
SP2	GLI4
SP2	HOMEZ
SP2	KLF5
SP2	MZF1
SP2	PHF20
SP2	PIN1
SP2	SP3
SP3	SP1
SP3	ARID5B
SP3	CEBPB
SP3	CREB1
SP3	ETS1
SP3	NR3C1
SP3	RBPJ
SP3	EEA1
SP3	ELF2
SP4	CREB1
SP4	THAP5
SP4	ARID2
SP4	BCL11B
SP4	CENPB
SP4	E2F1
SP4	ESRRA
SP4	FIZ1
SP4	FOS
SP4	FOSL1
SP4	IKZF3
SP4	IKZF5
SP4	IRF3
SP4	IRX2
SP4	JUN
SP4	JUNB
SP4	JUND
SP4	KLF16
SP4	KLF6
SP4	MTF2
SP5	FOXQ1
SP5	ETV4
SP5	FOXA2
SP5	GATA3
SP5	IRX2
SP5	KLF4
SP5	MLXIPL
SP6	DLX3
SP6	GATA3
SP6	KLF5
SP6	OVOL1
SP6	TFAP2A
SP7	CREB3L1
SP7	DLX3
SP7	PRRX1
SP7	PRRX2
SP7	RUNX2
SP8	SOX21
SP8	BCL11A
SP8	BCL11B
SP8	DLX1
SP8	DLX2
SP8	DLX5
SP8	DLX6
SP8	ETV1
SP8	FEZF1
SP8	FEZF2
SP8	FOXG1
SP9	CSRNP3
SP9	DLX6
SP9	FOXG1
SPDEF	BHLHE40
SPDEF	CREB3L4
SPDEF	EGR1
SPDEF	EHF
SPDEF	FOXA1
SPDEF	GRHL2
SPDEF	HMG20B
SPDEF	JUN
SPDEF	NKX3-1
SPEN	ASH1L
SPEN	KMT2A
SPEN	NFAT5
SPEN	PRR12
SPEN	SKI
SPI1	RUNX1
SPI1	FLI1
SPI1	CREB3
SPI1	FOS
SPI1	LYL1
SPI1	PATZ1
SPI1	SP110
SPI1	E2F4
SPI1	ELF1
SPI1	IRF2
SPI1	IRF7
SPI1	JUNB
SPI1	NAIF1
SPI1	PLSCR1
SPI1	SP100
SPI1	USF1
SPI1	ZNF225
SPI1	ZNF512
SPI1	BHLHE40
SPI1	CEBPB
SPI1	ETV6
SPI1	GTF3A
SPI1	IKZF1
SPI1	IRF1
SPI1	MEIS2
SPI1	MTF1
SPI1	NFKB1
SPI1	PBX2
SPI1	TIGD3
SPI1	TRAFD1
SPI1	ZBTB6
SPI1	ZNF175
SPI1	ZNF182
SPI1	ZNF235
SPI1	ZNF385A
SPI1	ZNF484
SPI1	ZNF564
SPIB	IKZF3
SPIB	IRF5
SPIB	PAX5
SPIB	POU2F2
SPIB	BATF
SPIB	IRF4
SPIB	IRF8
SPIB	NCOA3
SPIC	IKZF1
SPIC	IRF8
SPIC	MAFB
SPIC	NANOG
SPZ1	SOX30
SRCAP	BAZ2A
SRCAP	ADNP
SRCAP	CIC
SRCAP	DOT1L
SRCAP	KDM2A
SREBF1	SREBF2
SREBF1	BHLHE40
SREBF1	JUND
SREBF1	AKAP8L
SREBF1	EGR1
SREBF1	FBXL19
SREBF1	FOS
SREBF1	FOXK2
SREBF1	HIF1A
SREBF1	JUNB
SREBF1	MLXIPL
SREBF1	NR1D1
SREBF1	PKNOX1
SREBF1	ZBTB40
SREBF1	ZNF446
SREBF1	BCL6
SREBF2	EGR1
SREBF2	JUND
SREBF2	SREBF1
SREBF2	ARID5B
SREBF2	ATF4
SREBF2	CEBPB
SREBF2	E2F1
SREBF2	FOS
SREBF2	GMEB2
SREBF2	HES7
SREBF2	JRK
SREBP1	ARID3A
SREBP1	ATF3
SREBP1	BCL6
SREBP2	ARID2
SREBP2	ATF6B
SREBP2	ATOH8
SREBP2	BAZ2A
SRF	EGR1
SRF	KLF4
SRF	ATF4
SRF	JUNB
SRF	JUND
SRF	FOS
SRF	KLF5
SRF	FOSB
SRF	HIF1A
SRF	NR2F6
SRF	FOSL1
SRF	KLF2
SRF	MAFK
SRF	NR0B1
SRF	SOX11
SRF	SOX2
SRF	TGIF1
SRF	TSC22D1
SRF	YBX1
SRF	ZFP42
SRF	EGR2
SRF	EGR3
SRF	IRF3
SRF	SP1
SRF	TFCP2L1
SRF	BATF2
SRF	BHLHE40
SRF	CAMTA2
SRF	E2F8
SRY	HMGA1
SRY	ONECUT1
SRY	TFAP2C
SRY	AR
SRY	ARNT2
SRY	BHLHE40
SRY	BHLHE41
SRY	CDX2
SRY	CEBPA
SRY	DLX3
SRY	DMTF1
SRY	ELF3
SRY	EMX2
SRY	ETV4
SRY	FOXF2
SRY	FOXI1
SRY	FOXJ1
SRY	FOXL1
SRY	FOXN1
SRY	FOXO3
SRY	GATA1
SRY	GATA3
ST18	PAX6
ST18	CXXC4
ST18	DACH1
ST18	EBF1
STAT1	IRF1
STAT1	FOS
STAT1	IRF9
STAT1	PLSCR1
STAT1	BATF2
STAT1	IRF7
STAT1	SP100
STAT1	STAT2
STAT1	ARID5A
STAT1	ETS1
STAT1	FOSL2
STAT1	JUNB
STAT1	KDM2A
STAT1	MAFF
STAT1	SP110
STAT1	STAT3
STAT1	STAT4
STAT1	ATF3
STAT1	BAZ2A
STAT1	IRF2
STAT1	JUND
STAT1	NFKB1
STAT1	NFKB2
STAT1	NR1H2
STAT1	SPIC
STAT1	STAT6
STAT1	ATF4
STAT1	BCL6
STAT2	IRF9
STAT2	PLSCR1
STAT2	STAT1
STAT2	BATF2
STAT2	IRF1
STAT2	IRF2
STAT2	IRF7
STAT2	SP100
STAT2	SP110
STAT2	NCOA3
STAT3	KLF6
STAT3	MYC
STAT3	STAT1
STAT3	BCL6
STAT3	BHLHE40
STAT3	FOS
STAT3	IRF1
STAT3	JUN
STAT3	ATF3
STAT3	IRF9
STAT3	ARID5B
STAT3	FOSL2
STAT3	KLF4
STAT3	ATF6
STAT3	EGR1
STAT3	JUNB
STAT3	NFIL3
STAT3	PLSCR1
STAT3	STAT2
STAT3	AHR
STAT3	CEBPB
STAT3	CREB3L2
STAT3	DNMT1
STAT3	EPAS1
STAT3	ETS1
STAT3	KLF2
STAT3	NFKB1
STAT3	RELB
STAT3	SON
STAT3	STAT5B
STAT3	CAMTA1
STAT3	CREB1
STAT3	ETV5
STAT3	FOSB
STAT3	FOSL1
STAT3	FOXO1
STAT3	GATA6
STAT3	HES1
STAT3	HMGA1
STAT3	IRF2
STAT3	IRF6
STAT3	KLF13
STAT3	KLF9
STAT3	LHX2
STAT3	NCOA3
STAT3	NFAT5
STAT3	NFE2L2
STAT3	NFKB2
STAT3	NR2F6
STAT3	PRDM1
STAT3	RBPJ
STAT3	RELA
STAT3	RUNX1
STAT4	IKZF1
STAT4	IRF1
STAT4	JUN
STAT4	RUNX3
STAT4	STAT1
STAT4	AKNA
STAT4	ARID5A
STAT4	ARID5B
STAT5	ANKZF1
STAT5	ARID5A
STAT5	ATF4
STAT5A	STAT5B
STAT5A	BCL6
STAT5A	ETS1
STAT5A	IRF1
STAT5A	IRF4
STAT5A	LYL1
STAT5A	NFKB1
STAT5A	PPARG
STAT5A	SPI1
STAT5A	STAT1
STAT5A	ARID5A
STAT5A	BATF
STAT5A	BHLHE40
STAT5B	RARA
STAT5B	STAT5A
STAT5B	BCL6
STAT5B	BHLHE40
STAT5B	DNMT1
STAT5B	ETS1
STAT5B	FLI1
STAT5B	HIF1A
STAT5B	IKZF1
STAT5B	IRF1
STAT6	STAT3
STAT6	STAT5A
STAT6	BCL6
STAT6	EGR1
STAT6	ELF4
STAT6	EPAS1
STAT6	ETS1
STAT6	HES7
STAT6	IRF1
STAT6	IRF4
STAT6	IRF8
SUZ12	PA2G4
SUZ12	SAFB
SUZ12	SPEN
T	BHLHE40
T	CDX1
T	CDX2
T	EBF2
T	EOMES
T	ESRRB
T	ETS1
T	ETV4
T	EVX1
T	FOXA2
T	FOXB1
T	FOXC1
T	GATA3
T	GATA4
TAL1	LYL1
TAL1	HHEX
TAL1	FLI1
TAL1	GFI1B
TAL1	JUN
TAL1	KLF1
TAL1	DDIT3
TAL1	GATA1
TAL1	MYB
TAL1	YBX3
TAL1	ZBTB12
