source	target
ZBTB26	ZBTB6
ZBTB3	ARID3A
ZBTB3	SMAD3
ZBTB32	ARID5A
ZBTB33	TP53
ZBTB33	YY1
ZBTB33	CENPB
ZBTB33	CENPBD1
ZBTB33	CREBZF
ZBTB34	ARID3A
ZBTB37	TET2
ZBTB37	AHR
ZBTB38	MBNL2
ZBTB38	AHR
ZBTB39	CBX2
ZBTB39	PLAGL2
ZBTB4	EPAS1
ZBTB4	KLF13
ZBTB40	BAZ2A
ZBTB40	SRCAP
ZBTB41	EEA1
ZBTB41	LCOR
ZBTB42	ESRRA
ZBTB43	NFE2L1
ZBTB43	REL
ZBTB44	ADNP
ZBTB44	AEBP2
ZBTB45	MAZ
ZBTB45	E4F1
ZBTB46	SCRT2
ZBTB46	SKI
ZBTB47	CAMTA2
ZBTB48	FOS
ZBTB48	ARHGAP35
ZBTB49	AKNA
ZBTB5	TET3
ZBTB5	KDM5B
ZBTB6	ETS1
ZBTB6	GABPA
ZBTB7A	CEBPB
ZBTB7A	CAMTA2
ZBTB7A	JUNB
ZBTB7A	KLF16
ZBTB7A	NFIC
ZBTB7B	AKNA
ZBTB7B	BCL6
ZBTB7C	KLF5
ZBTB8A	ZNF347
ZBTB8B	CSRNP3
ZBTB9	ETV4
ZC3H8	BHLHE40
ZC3H8	FOS
ZEB1	SMAD3
ZEB1	TEAD1
ZEB1	ATF4
ZEB2	PBX1
ZEB2	TCF7L2
ZEB2	ZFHX3
ZFAT	IKZF2
ZFHX2	AHDC1
ZFHX2	SOX11
ZFHX3	CREB3L2
ZFHX3	FOXC1
ZFHX4	DACH1
ZFHX4	EBF3
ZFP1	CSRNP3
ZFP1	KDM5B
ZFP14	DMTF1
ZFP14	SALL2
ZFP2	L3MBTL1
ZFP2	NFIA
ZFP28	ZSCAN18
ZFP3	NFIA
ZFP3	NFIB
ZFP30	SOX11
ZFP30	SOX4
ZFP36L2	KLF6
ZFP37	SOX11
ZFP37	SOX4
ZFP41	ARHGAP35
ZFP42	NANOG
ZFP42	ESRRB
ZFP57	NANOG
ZFP57	NFIB
ZFP62	DMTF1
ZFP62	ZNF260
ZFP64	GATA3
ZFP64	KLF13
ZFP69	BARX1
ZFP69B	ZFP82
ZFP82	ZNF382
ZFP82	BAZ2B
ZFP90	ESRRA
ZFP90	KDM5B
ZFP91	YBX1
ZFP92	ZNF382
ZFP92	ASCL4
ZFPM1	FOXP4
ZFPM1	GATA1
ZFPM2	NFIA
ZFPM2	BARHL2
ZFX	PBX1
ZFX	SMAD4
ZFX	ARID2
ZFX	ARID5B
ZFX	BAZ2B
ZFX	BHLHE40
ZFY	ZFX
ZFY	HIF1A
ZGLP1	ANHX
ZGPAT	CEBPB
ZHX1	BHLHE40
ZHX1	ARID3B
ZHX1	CREB1
ZHX2	ETS1
ZHX2	TFEB
ZHX2	ZNF865
ZHX3	THRA
ZIC1	ZIC2
ZIC1	ZIC4
ZIC2	OTX2
ZIC2	ZIC1
ZIC3	POU5F1
ZIC3	SALL2
ZIC4	OTX2
ZIC4	ZIC1
ZIC5	OTX2
ZIC5	ZIC1
ZIK1	MTF2
ZIK1	SALL2
ZIM2	PEG3
ZIM3	CTCFL
ZKSCAN1	GTF2I
ZKSCAN1	JUN
ZKSCAN1	JUNB
ZKSCAN1	KDM5B
ZKSCAN2	ADNP
ZKSCAN2	GLI3
ZKSCAN3	NFAT5
ZKSCAN3	NR4A2
ZKSCAN4	ZKSCAN3
ZKSCAN4	ZKSCAN8
ZKSCAN5	ARID5B
ZKSCAN5	PHF20
ZKSCAN7	ZBTB3
ZKSCAN7	ZKSCAN4
ZKSCAN8	CREBZF
ZMAT1	BAZ2B
ZMAT1	DMTF1
ZMAT4	MYT1L
ZNF10	ZNF518A
ZNF10	DMTF1
ZNF100	ZNF850
ZNF100	MTF2
ZNF101	TCF7
ZNF101	IKZF1
ZNF106	LBX1
ZNF107	ZNF675
ZNF107	ZNF92
ZNF112	ZNF253
ZNF112	ZNF260
ZNF114	ZNF664
ZNF114	ATF3
ZNF117	BAZ2B
ZNF12	CREBZF
ZNF12	NFAT5
ZNF121	ZNF562
ZNF121	ELK4
ZNF124	MYBL2
ZNF124	ZNF669
ZNF131	CEBPZ
ZNF131	DNMT1
ZNF132	ZNF420
ZNF132	ZFP3
ZNF132	ZFP37
ZNF133	BAZ2B
ZNF133	DMTF1
ZNF134	ZIK1
ZNF134	ZNF551
ZNF134	ZNF649
ZNF135	ZNF471
ZNF135	ZNF667
ZNF136	ZNF14
ZNF136	ZNF791
ZNF136	ZNF850
ZNF138	LCORL
ZNF138	ZNF260
ZNF14	ZNF136
ZNF14	CREB1
ZNF14	SOX4
ZNF140	CREBZF
ZNF140	ZBED5
ZNF140	ZFP62
ZNF141	ZNF347
ZNF141	ZNF506
ZNF141	ZNF519
ZNF142	BAZ2A
ZNF142	CUX1
ZNF143	RARA
ZNF143	JUNB
ZNF143	KLF10
ZNF143	THYN1
ZNF143	TP53
ZNF143	ZNF205
ZNF143	ZNF224
ZNF146	CEBPZ
ZNF148	CREB1
ZNF148	SP3
ZNF154	ZNF793
ZNF154	ZNF814
ZNF155	ZNF221
ZNF155	KLF7
ZNF155	NCOA3
ZNF157	PAX6
ZNF157	SALL2
ZNF16	ZNF383
ZNF16	ZNF649
ZNF160	BAZ2B
ZNF160	ZKSCAN1
ZNF165	DDIT3
ZNF169	ZBTB25
ZNF169	ZFP14
ZNF17	ZNF181
ZNF17	ZNF550
ZNF17	CEBPZ
ZNF174	ZSCAN32
ZNF174	ZNF48
ZNF175	BCL6
ZNF175	BHLHE40
ZNF175	FOSB
ZNF175	FOSL2
ZNF177	ZNF559
ZNF177	L3MBTL1
ZNF18	ARID3A
ZNF18	AHR
ZNF180	ZNF253
ZNF180	ZNF430
ZNF181	THAP5
ZNF181	ZNF772
ZNF182	ZMAT1
ZNF182	DMTF1
ZNF184	MTF2
ZNF184	SOX4
ZNF189	MBNL2
ZNF19	ARID5B
ZNF19	ATF3
ZNF195	MTF2
ZNF195	SOX4
ZNF197	ZBTB38
ZNF197	ZNF253
ZNF197	ZNF566
ZNF2	GLYR1
ZNF2	ARID5B
ZNF20	ARID5B
ZNF200	ARID3A
ZNF200	NFYA
ZNF202	HMGA1
ZNF202	SRCAP
ZNF205	NR2F6
ZNF207	SON
ZNF207	ANKZF1
ZNF208	ZNF676
ZNF208	ZNF728
ZNF211	DMTF1
ZNF211	FOXO1
ZNF212	ZNF282
ZNF212	ZNF398
ZNF213	E4F1
ZNF214	BNC2
ZNF214	RFX3
ZNF215	E2F7
ZNF217	FOS
ZNF217	HIF1A
ZNF217	BHLHE40
ZNF217	ESR1
ZNF219	HMGA1
ZNF219	MAZ
ZNF22	ETS1
ZNF221	ZNF155
ZNF221	ZNF224
ZNF221	ZNF283
ZNF222	ZNF155
ZNF222	ZNF200
ZNF223	ZNF284
ZNF223	ZNF430
ZNF224	ZNF221
ZNF224	ZNF780A
ZNF225	ZNF221
ZNF226	DMTF1
ZNF226	TIGD1
ZNF227	ZNF146
ZNF227	ZNF155
ZNF227	ZNF234
ZNF229	ZNF471
ZNF23	DMTF1
ZNF23	ZSCAN30
ZNF230	ARID5B
ZNF230	BCL6
ZNF232	ATF4
ZNF232	ZIC2
ZNF233	ZBTB20
ZNF233	ZNF154
ZNF234	ZNF347
ZNF234	ZNF383
ZNF234	ZNF527
ZNF235	ZNF780B
ZNF235	KLF12
ZNF235	ZFP14
ZNF236	BBX
ZNF236	BPTF
ZNF239	ZNF485
ZNF24	ZKSCAN8
ZNF24	BAZ2B
ZNF24	BHLHE40
ZNF248	BAZ2B
ZNF248	DMTF1
ZNF25	CSRNP3
ZNF250	HINFP
ZNF250	KMT2A
ZNF251	KMT2A
ZNF251	L3MBTL1
ZNF253	BPTF
ZNF253	NCOA3
ZNF253	NFE2L1
ZNF254	BAZ2B
ZNF254	ZNF43
ZNF256	ZIK1
ZNF256	ZNF134
ZNF257	ZNF90
ZNF257	CENPA
ZNF26	NCOA3
ZNF26	STAT1
ZNF260	ZNF566
ZNF260	BAZ2B
ZNF263	FOXA1
ZNF263	CENPB
ZNF263	E4F1
ZNF263	FOXH1
ZNF263	KLF16
ZNF264	ZNF805
ZNF264	NCOA3
ZNF266	DMTF1
ZNF267	IRF1
ZNF268	RBPJ
ZNF268	ZBTB20
ZNF273	BCL11A
ZNF273	RORA
ZNF274	DMTF1
ZNF274	EGR1
ZNF274	FOSL1
ZNF274	KLF6
ZNF274	ZNF211
ZNF275	ARHGAP35
ZNF276	AKNA
ZNF277	MXD4
ZNF28	ZNF347
ZNF28	ZNF468
ZNF28	ZNF813
ZNF280A	L3MBTL3
ZNF280B	CPEB1
ZNF280C	ARID2
ZNF280D	BAZ2B
ZNF280D	DMTF1
ZNF281	FOXN2
ZNF281	HIF1A
ZNF282	ZNF212
ZNF282	ZNF398
ZNF283	ZNF347
ZNF283	ZNF383
ZNF283	ZNF527
ZNF284	ZNF221
ZNF284	ZNF223
ZNF284	SOX4
ZNF285	ZNF382
ZNF286A	ZNF253
ZNF286A	ZNF286B
ZNF286B	ZNF286A
ZNF286B	ZNF382
ZNF287	SOX11
ZNF287	ZIK1
ZNF292	BAZ2B
ZNF292	BPTF
ZNF296	IRF7
ZNF3	AKAP8
ZNF3	ADNP
ZNF30	SOX4
ZNF30	TCF7L2
ZNF300	NFIA
ZNF300	NFIB
ZNF302	ZNF493
ZNF302	FOXP1
ZNF304	ZNF134
ZNF304	FOXN3
ZNF304	RBAK
ZNF311	MEIS2
ZNF311	NFIB
ZNF316	ZNF865
ZNF316	CENPB
ZNF317	ETV3
ZNF317	GATAD2A
ZNF318	SPEN
ZNF318	AHRR
ZNF319	ZNF467
ZNF319	BCL6
ZNF32	GATAD2A
ZNF320	ZNF283
ZNF320	ZNF347
ZNF320	ZNF665
ZNF322P1	CDC5L
ZNF324	ZNF324B
ZNF324	ZBTB45
ZNF324B	ZNF324
ZNF326	CENPB
ZNF329	ZFP14
ZNF329	ZFP30
ZNF331	NR4A1
ZNF331	CEBPD
ZNF333	GTF2IRD2
ZNF333	KLF7
ZNF334	SALL2
ZNF334	BAZ2B
ZNF335	SRCAP
ZNF335	BAZ2A
ZNF337	KMT2A
ZNF337	ZBTB18
ZNF33A	LCOR
ZNF33A	ZNF33B
ZNF33B	ZNF33A
ZNF33B	BAZ2B
ZNF34	KLF9
ZNF34	KMT2A
ZNF341	SPI1
ZNF341	ARID5B
ZNF343	ZNF234
ZNF343	ARID5B
ZNF345	CREBZF
ZNF345	DMTF1
ZNF345	ZNF136
ZNF346	FOSL2
ZNF346	PHF21A
ZNF347	ZNF320
ZNF347	ZNF471
ZNF347	ZNF665
ZNF35	ZSCAN20
ZNF35	AHR
ZNF350	ZNF615
ZNF350	GTF2B
ZNF354A	SKIL
ZNF354A	SOX4
ZNF354B	NFAT5
ZNF354B	CREBZF
ZNF354C	TEAD1
ZNF354C	GABPA
ZNF358	MBD3
ZNF362	AEBP1
ZNF362	CXXC5
ZNF365	ARNT2
ZNF366	EBF1
ZNF367	E2F7
ZNF37A	ZNF621
ZNF37A	KMT2A
ZNF382	ZFP14
ZNF382	ZNF320
ZNF383	NCOA3
ZNF383	ZNF134
ZNF383	ZNF224
ZNF384	BCL6
ZNF384	KMT2B
ZNF384	CREB3
ZNF384	E2F2
ZNF384	EBF1
ZNF384	HIF1A
ZNF385A	CEBPB
ZNF385B	DPF3
ZNF385C	YBX2
ZNF385D	NFIA
ZNF391	BCL11A
ZNF391	ESRRA
ZNF394	AKNA
ZNF395	BHLHE40
ZNF396	ZKSCAN3
ZNF396	ZNF445
ZNF397	ZFP14
ZNF397	ZKSCAN3
ZNF398	ZNF282
ZNF398	ZNF212
ZNF404	ZNF260
ZNF404	USF2
ZNF407	ASH1L
ZNF407	FOXN3
ZNF408	ZNF581
ZNF408	ZNF668
ZNF41	ELK4
ZNF41	ADNP2
ZNF410	GTF2B
ZNF414	AHDC1
ZNF414	RFX1
ZNF415	ELF4
ZNF415	ZNF302
ZNF416	ZNF134
ZNF416	ZIK1
ZNF417	ZNF587
ZNF417	ZNF264
ZNF417	ZNF347
ZNF418	ZNF154
ZNF418	ZNF382
ZNF419	HINFP
ZNF419	HKR1
ZNF419	ZC3H8
ZNF420	ZFP82
ZNF420	ZNF570
ZNF420	NR3C1
ZNF423	EBF1
ZNF425	ZNF286B
ZNF425	ZNF554
ZNF426	ZNF431
ZNF426	ZNF562
ZNF428	CAMTA1
ZNF429	ZNF347
ZNF429	ZNF382
ZNF43	ZNF100
ZNF43	ZNF254
ZNF430	ZNF431
ZNF430	ZNF675
ZNF431	ZNF714
ZNF431	ARNTL2
ZNF432	ZNF140
ZNF432	ZNF587
ZNF433	ZNF471
ZNF433	ZNF568
ZNF436	KDM5B
ZNF436	NFIX
ZNF438	MXD1
ZNF439	ZFP14
ZNF439	ZNF506
ZNF44	ZNF274
ZNF44	ZNF345
ZNF440	HES2
ZNF440	KLF5
ZNF441	ZNF25
ZNF441	ZNF37A
ZNF442	ZBTB8A
ZNF442	ZNF136
ZNF443	ZNF799
ZNF443	ZNF93
ZNF444	MBD3
ZNF444	MZF1
ZNF445	BPTF
ZNF445	GATAD2B
ZNF446	ZNF324
ZNF446	ZNF580
ZNF449	CREBZF
ZNF449	NR2C1
ZNF45	NCOA3
ZNF45	ZNF112
ZNF45	ZNF134
ZNF451	ARID2
ZNF451	MBD1
ZNF454	ZNF568
ZNF454	ZNF665
ZNF460	ZNF264
ZNF460	ASH1L
ZNF461	ZNF382
ZNF461	ZNF568
ZNF461	ZNF793
ZNF462	ELF4
ZNF467	CEBPB
ZNF468	ZNF28
ZNF468	ZNF430
ZNF469	TWIST2
ZNF470	ZNF471
ZNF470	ZFP14
ZNF470	ZFP28
ZNF471	ZNF470
ZNF471	ZNF793
ZNF473	SOX30
ZNF474	ATF3
ZNF479	SOX30
ZNF48	MAZ
ZNF48	CAMTA1
ZNF480	ZNF234
ZNF480	ZNF37A
ZNF483	MECP2
ZNF483	PEG3
ZNF484	ZNF529
ZNF484	ARID2
ZNF485	PRMT3
ZNF486	ZNF90
ZNF486	ZNF100
ZNF487	ZBTB20
ZNF488	ARNT2
ZNF490	ZBTB3
ZNF490	ZNF264
ZNF491	ZNF253
ZNF491	KLF12
ZNF491	ZNF121
ZNF492	ZNF726
ZNF493	ZNF519
ZNF493	ZNF793
ZNF496	CBX2
ZNF496	DOT1L
ZNF497	MZF1
ZNF500	ZNF785
ZNF500	E4F1
ZNF501	ZNF354C
ZNF501	ZNF470
ZNF502	ZNF567
ZNF502	ZNF568
ZNF503	ATF4
ZNF503	MEIS1
ZNF506	ZNF793
ZNF506	ZNF814
ZNF506	DMTF1
ZNF507	AHCTF1
ZNF507	MBD1
ZNF510	ASH1L
ZNF510	PURB
ZNF511	GTF3A
ZNF512	ZFP90
ZNF512	CEBPB
ZNF512B	KMT2B
ZNF512B	PRR12
ZNF513	RARA
ZNF514	ZFP14
ZNF514	ZNF397
ZNF516	DACH1
ZNF516	LCOR
ZNF517	HSF4
ZNF517	L3MBTL1
ZNF518A	BAZ2B
ZNF518A	DMTF1
ZNF518B	ADNP
ZNF518B	BAZ2B
ZNF519	ZNF382
ZNF519	ZNF793
ZNF521	ETV1
ZNF521	DACH1
ZNF524	RXRA
ZNF525	ADNP
ZNF526	ARID3A
ZNF526	TFAP4
ZNF527	ZNF347
ZNF527	ZNF383
ZNF527	ZBTB8A
ZNF528	ZNF320
ZNF528	ZNF347
ZNF528	ZNF382
ZNF529	ZFP14
ZNF529	ZNF382
ZNF530	ZNF850
ZNF530	TFAP4
ZNF532	GLI3
ZNF532	NFIA
ZNF534	ALX3
ZNF536	EBF3
ZNF540	MYT1L
ZNF540	ZNF382
ZNF541	YBX2
ZNF543	ZNF264
ZNF543	NCOA3
ZNF543	TP53
ZNF544	CENPB
ZNF544	SRCAP
ZNF546	ZBTB20
ZNF546	ZNF793
ZNF547	ZGLP1
ZNF547	ZIK1
ZNF547	ZNF253
ZNF548	ZNF850
ZNF548	FBXL19
ZNF548	JUN
ZNF549	ZIK1
ZNF549	ZNF320
ZNF550	ZNF121
ZNF550	ZNF274
ZNF550	ZNF284
ZNF551	ZIK1
ZNF551	ZNF567
ZNF552	ESR1
ZNF552	FOXA1
ZNF554	ZNF425
ZNF554	ZNF517
ZNF555	ZNF570
ZNF555	YBX1
ZNF556	ZBTB3
ZNF556	ZFPM2
ZNF557	ZNF264
ZNF557	ZNF320
ZNF558	DMTF1
ZNF558	ZFP14
ZNF559	ADNP
ZNF559	GTF2IRD2
ZNF560	LIN28A
ZNF561	ZNF562
ZNF561	ZNF426
ZNF562	ZNF121
ZNF562	ZNF561
ZNF563	ZNF829
ZNF563	ZNF14
ZNF564	ZBTB3
ZNF564	ZNF14
ZNF565	ZNF146
ZNF565	ZNF239
ZNF566	ZFP14
ZNF566	ZNF347
ZNF566	ZNF527
ZNF567	ZNF283
ZNF567	ZNF527
ZNF567	ZNF829
ZNF568	ZNF347
ZNF568	ZNF471
ZNF568	ZFP14
ZNF569	ZNF570
ZNF569	ZFP30
ZNF57	KLF10
ZNF570	ZNF829
ZNF570	YBX1
ZNF570	ZFP14
ZNF571	HKR1
ZNF571	ZBTB10
ZNF571	ZFP14
ZNF572	ZNF354C
ZNF572	GRHL2
ZNF573	SOX4
ZNF573	ZFP14
ZNF574	ZNF646
ZNF575	ZNF428
ZNF576	ZNF428
ZNF577	ZNF471
ZNF577	BCL11A
ZNF578	ZNF665
ZNF578	ZNF829
ZNF579	ZNF784
ZNF579	ZNF865
ZNF580	MXD4
ZNF580	ZNF444
ZNF581	ATF4
ZNF582	ZNF549
ZNF582	ZNF583
ZNF583	ZNF568
ZNF583	ZFP28
ZNF584	BHLHE40
ZNF584	ETS2
ZNF584	FOSL1
ZNF585A	ZNF382
ZNF585A	ZNF471
ZNF585A	ZNF568
ZNF585B	ZNF585A
ZNF585B	ZNF793
ZNF585B	HKR1
ZNF586	IKZF1
ZNF587	ZNF417
ZNF587	ZNF320
ZNF587B	ZNF101
ZNF589	KDM5B
ZNF589	SOX4
ZNF589	STAT3
ZNF592	GATAD2A
ZNF592	MEF2D
ZNF594	DMTF1
ZNF594	ZFP14
ZNF594	ZNF253
ZNF595	ZNF100
ZNF596	ZFP37
ZNF596	ZNF19
ZNF597	ZNF281
ZNF597	EGR1
ZNF598	GATAD2A
ZNF599	ZNF135
ZNF599	ZNF175
ZNF600	ARHGAP35
ZNF600	NFE2L3
ZNF605	ZFP14
ZNF605	ZNF37A
ZNF606	ZFP14
ZNF606	ZNF253
ZNF606	ZNF254
ZNF607	TET1
ZNF607	ZFP30
ZNF607	ZNF135
ZNF608	TCF7L2
ZNF608	BAZ2B
ZNF609	BAZ2A
ZNF609	ADNP
ZNF610	ZNF347
ZNF610	ZNF382
ZNF611	ZNF264
ZNF611	ZNF665
ZNF613	ZNF649
ZNF613	ZBTB3
ZNF613	ZFP82
ZNF614	SP4
ZNF614	ZNF566
ZNF615	ZNF347
ZNF615	ZNF350
ZNF615	ZNF566
ZNF616	ZNF347
ZNF616	ZNF813
ZNF618	NR2F2
ZNF618	PBX1
ZNF619	NCOA3
ZNF619	TP53
ZNF620	ZNF253
ZNF620	ZNF273
ZNF621	ZNF37A
ZNF621	SMAD5
ZNF623	JRK
ZNF623	ZBTB38
ZNF624	BBX
ZNF624	EEA1
ZNF625	SOX4
ZNF625	ZFP82
ZNF625	ZIK1
ZNF626	ZFP14
ZNF626	ZNF320
ZNF626	ZNF347
ZNF627	ZBED5
ZNF627	ADNP
ZNF628	CAMTA2
ZNF629	NFE2L1
ZNF629	NFIC
ZNF630	ZNF320
ZNF630	ZNF471
ZNF639	BHLHE40
ZNF639	CEBPB
ZNF639	EGR1
ZNF641	ZNF467
ZNF644	SMAD5
ZNF644	ADNP
ZNF644	ARID2
ZNF645	ALX1
ZNF646	CAMTA2
ZNF646	FBXL19
ZNF648	EHF
ZNF649	ZNF134
ZNF649	ZNF613
ZNF652	BAZ2B
ZNF652	FOXP1
ZNF653	NR5A1
ZNF653	SNAPC4
ZNF654	CREB1
ZNF654	SP3
ZNF655	ZNF207
ZNF658	ATF5
ZNF658	CSRNP1
ZNF66	ZNF26
ZNF660	ZNF445
ZNF660	ZKSCAN7
ZNF660	ZNF286B
ZNF662	GTF2IRD2
ZNF662	ZNF300
ZNF664	CENPB
ZNF665	ZNF347
ZNF665	ZBTB8A
ZNF667	CPEB1
ZNF667	MYT1L
ZNF668	ZNF787
ZNF669	CENPB
ZNF669	MBD4
ZNF670	AHCTF1
ZNF671	IKZF1
ZNF671	ZBTB46
ZNF672	REPIN1
ZNF674	ZNF14
ZNF674	ZNF383
ZNF675	ZNF273
ZNF675	ZNF714
ZNF676	ZNF208
ZNF676	ZNF727
ZNF677	ZNF829
ZNF677	ZBTB20
ZNF678	TET1
ZNF678	ZNF518A
ZNF679	ZNF479
ZNF680	ZNF100
ZNF680	ZNF107
ZNF681	ZNF519
ZNF681	ZNF675
ZNF682	ZNF90
ZNF682	SOX4
ZNF683	AKNA
ZNF684	NR1I3
ZNF687	GATAD2A
ZNF687	BAZ2A
ZNF688	PITX1
ZNF689	DNMT1
ZNF69	SOX4
ZNF69	ZNF253
ZNF691	NR6A1
ZNF691	ARID5B
ZNF692	AKAP8L
ZNF695	CENPA
ZNF696	TIGD5
ZNF696	JRK
ZNF697	ETS1
ZNF699	NCOA3
ZNF699	ZNF224
ZNF7	GTF2IRD2
ZNF7	HINFP
ZNF70	ARID5B
ZNF70	FOXO1
ZNF700	ZNF44
ZNF700	ZBED5
ZNF701	ZNF264
ZNF701	ZNF813
ZNF701	SP100
ZNF703	NFIC
ZNF703	ARID5B
ZNF704	NFIA
ZNF704	ZBTB10
ZNF705A	ALX3
ZNF705B	SPZ1
ZNF705D	DUXA
ZNF705E	ADNP2
ZNF705G	SOX30
ZNF706	ARHGAP35
ZNF707	ZBTB48
ZNF707	ZNF101
ZNF708	ZFP14
ZNF708	ZNF260
ZNF709	GPBP1
ZNF709	SOX4
ZNF71	ZNF70
ZNF71	SOX11
ZNF710	FBXL19
ZNF710	KLF13
ZNF711	SOX11
ZNF713	BHLHE41
ZNF713	FOXM1
ZNF714	ZNF431
ZNF714	ZNF675
ZNF716	PRDM9
ZNF717	ZNF493
ZNF717	ZNF519
ZNF718	ZNF100
ZNF718	ZNF141
ZNF721	CEBPB
ZNF724	AHRR
ZNF726	ZNF675
ZNF727	ZKSCAN8
ZNF728	KLF17
ZNF729	LIN28B
ZNF730	CENPS
ZNF732	OTX2
ZNF735	KLF17
ZNF736	ZBTB37
ZNF737	ZFP14
ZNF737	ZNF253
ZNF74	SALL2
ZNF74	SOX12
ZNF740	KLF13
ZNF740	KMT2A
ZNF740	PATZ1
ZNF740	SP1
ZNF746	ARID3A
ZNF747	ZNF785
ZNF747	GTF2IRD2
ZNF749	ZBTB24
ZNF749	ZNF134
ZNF750	GRHL1
ZNF750	GRHL3
ZNF75A	HKR1
ZNF75A	KIN
ZNF75A	ZBTB4
ZNF75D	STAT6
ZNF76	AKAP8L
ZNF76	NR5A1
ZNF761	ZNF320
ZNF761	ZNF577
ZNF763	ZNF429
ZNF763	ZFP14
ZNF764	ZNF747
ZNF764	ARID3A
ZNF765	ZNF665
ZNF765	ZNF813
ZNF765	ZNF850
ZNF766	AHCTF1
ZNF766	KAT7
ZNF766	KDM5B
ZNF768	ESRRA
ZNF77	KLF10
ZNF77	MTERF3
ZNF770	CEBPZ
ZNF771	CAMTA1
ZNF772	ZNF285
ZNF772	ZNF605
ZNF772	ZFP14
ZNF773	ZNF383
ZNF773	ZNF419
ZNF773	ZNF557
ZNF774	ARID5B
ZNF775	SOX12
ZNF776	ZNF587
ZNF776	ZNF814
ZNF776	SP4
ZNF777	MAZ
ZNF777	ZNF282
ZNF778	ZNF383
ZNF778	ARID5B
ZNF780A	ZNF224
ZNF780A	ZNF429
ZNF780B	ZFP14
ZNF780B	ZNF320
ZNF781	TCF7L2
ZNF781	ZFP30
ZNF782	BAZ2B
ZNF782	KMT2A
ZNF783	SRCAP
ZNF783	DMTF1
ZNF784	CEBPB
ZNF784	CENPB
ZNF785	HINFP
ZNF785	ZFP14
ZNF786	BCL11A
ZNF786	TFAP4
ZNF787	CEBPB
ZNF788	BHLHE40
ZNF788P	HINFP
ZNF788P	ZNF283
ZNF789	DMTF1
ZNF789	HINFP
ZNF79	NFE2L3
ZNF79	TIGD5
ZNF790	ZNF383
ZNF790	ZNF527
ZNF790	ZNF568
ZNF791	FOXO3
ZNF791	KLF9
ZNF792	ELK3
ZNF793	ZNF382
ZNF793	ZNF471
ZNF799	ZNF443
ZNF799	ZNF180
ZNF8	ZNF587
ZNF8	ADNP
ZNF80	SP140
ZNF800	KLF3
ZNF800	AHR
ZNF804A	MYT1L
ZNF804B	FOXE1
ZNF805	ZNF264
ZNF805	ARID2
ZNF808	TET2
ZNF808	LCOR
ZNF81	TET2
ZNF81	ASH1L
ZNF813	ZNF224
ZNF814	HINFP
ZNF814	ZNF382
ZNF816	ZNF813
ZNF816	CENPB
ZNF821	KDM5B
ZNF823	ELF3
ZNF823	KLF5
ZNF827	KMT2A
ZNF827	ZNF532
ZNF829	ZBTB20
ZNF829	ZNF273
ZNF83	ZNF320
ZNF83	ZNF493
ZNF83	CREBZF
ZNF830	GTF2B
ZNF831	AKNA
ZNF835	PAX6
ZNF835	ZNF382
ZNF836	ZNF284
ZNF836	LCOR
ZNF837	DRAP1
ZNF84	ADNP
ZNF84	BAZ2B
ZNF841	ZNF320
ZNF841	ZNF506
ZNF843	NFE2L1
ZNF843	ZNF70
ZNF844	ZKSCAN3
ZNF844	ZNF320
ZNF845	ZNF28
ZNF845	ZNF468
ZNF846	YBX1
ZNF846	ZNF829
ZNF85	ZNF829
ZNF85	ZNF100
ZNF850	ZNF26
ZNF852	ATF6
ZNF853	ARNT2
ZNF860	ARNTL2
ZNF865	MEF2D
ZNF878	ZNF695
ZNF879	ZKSCAN2
ZNF879	ZNF510
ZNF880	CC2D1A
ZNF883	CSRNP3
ZNF888	CENPA
ZNF891	ZNF383
ZNF891	ZNF527
ZNF90	SALL4
ZNF90	ZNF486
ZNF91	BAZ2B
ZNF91	LCOR
ZNF92	ZNF107
ZNF92	ZNF138
ZNF92	ZNF195
ZNF93	ZNF90
ZNF93	CENPA
ZNF98	NR5A2
ZNF99	LIN28B
ZNF99	ZNF273
ZRSR2	AHCTF1
ZSCAN1	ZSCAN18
ZSCAN1	CXXC4
ZSCAN10	ZIC2
ZSCAN10	ZIC3
ZSCAN12	ZKSCAN3
ZSCAN12	RBAK
ZSCAN12	ZFP14
ZSCAN16	SOX4
ZSCAN16	AHR
ZSCAN18	SGSM2
ZSCAN2	ARID5B
ZSCAN2	ATF3
ZSCAN20	ZBTB38
ZSCAN20	ZNF35
ZSCAN21	FOSL2
ZSCAN21	MTF2
ZSCAN22	ZBTB3
ZSCAN22	ZBTB45
ZSCAN23	TET1
ZSCAN23	CSRNP3
ZSCAN25	ZNF134
ZSCAN25	ZNF264
ZSCAN26	GATAD2A
ZSCAN26	ZNF286A
ZSCAN29	ARID3B
ZSCAN29	BAZ2B
ZSCAN30	ZNF347
ZSCAN30	ZNF37A
ZSCAN31	DDIT3
ZSCAN32	ZKSCAN7
ZSCAN4	DLX5
ZSCAN4	DUXA
ZSCAN5A	ARID3A
ZSCAN5B	DMRT1
ZSCAN5B	FOXR1
ZSCAN5C	ZIM3
ZSCAN9	SP9
ZUFSP	ARID5A
ZUP1	ARHGAP35
ZXDA	NR3C1
ZXDA	ZXDB
ZXDB	ZXDA
ZXDB	CSRNP1
ZXDC	BHLHE40
ZXDC	CENPS
ZXDC	DDIT3
ZZZ3	MEIS2
ZZZ3	NR2F1
